#Ensembl.ID	Symbol
ENSGALG00000044768	HMGXB4
ENSGALG00000012556	ENSGALG00000012556
ENSGALG00000012557	ISX
ENSGALG00000036131	ENSGALG00000036131
ENSGALG00000045417	ENSGALG00000045417
ENSGALG00000033632	ENSGALG00000033632
ENSGALG00000029942	ENSGALG00000029942
ENSGALG00000037945	ENSGALG00000037945
ENSGALG00000012559	LARGE1
ENSGALG00000033589	SYN3
ENSGALG00000028627	TIMP3
ENSGALG00000037302	ENSGALG00000037302
ENSGALG00000038180	ENSGALG00000038180
ENSGALG00000012569	FBXO7
ENSGALG00000045260	ENSGALG00000045260
ENSGALG00000039479	BPIFCB
ENSGALG00000012611	RTCB
ENSGALG00000019304	ASCL4
ENSGALG00000012619	PRDM4
ENSGALG00000012631	PWP1
ENSGALG00000039595	BTBD11
ENSGALG00000038647	ENSGALG00000038647
ENSGALG00000012638	CRY1
ENSGALG00000012639	MTERF2
ENSGALG00000012640	TMEM263
ENSGALG00000029484	RIC8B
ENSGALG00000012647	RFX4
ENSGALG00000012655	POLR3B
ENSGALG00000012658	TCP11L2
ENSGALG00000012659	CKAP4
ENSGALG00000012662	NUAK1
ENSGALG00000026311	C12orf75
ENSGALG00000027122	APPL2
ENSGALG00000028254	WASHC4
ENSGALG00000012691	ALDH1L2
ENSGALG00000012694	C1H12ORF45
ENSGALG00000012697	SLC41A2
ENSGALG00000037187	ENSGALG00000037187
ENSGALG00000030607	CHST11
ENSGALG00000035345	TXNRD1
ENSGALG00000041193	NFYB
ENSGALG00000029616	HCFC2
ENSGALG00000034078	GLT8D2
ENSGALG00000031457	TDG
ENSGALG00000030933	C1H12ORF73
ENSGALG00000033789	HSP90B1
ENSGALG00000029746	NT5DC3
ENSGALG00000039245	STAB2
ENSGALG00000041360	ENSGALG00000041360
ENSGALG00000029824	ENSGALG00000029824
ENSGALG00000037082	ASCL1
ENSGALG00000012754	PAH
ENSGALG00000019300	THL
ENSGALG00000012755	IGF-I
ENSGALG00000012756	PARPBP
ENSGALG00000012757	PMCH
ENSGALG00000012759	NUP37
ENSGALG00000012760	WASHC3
ENSGALG00000012761	DRAM1
ENSGALG00000012763	GNPTAB
ENSGALG00000012766	SYCP3
ENSGALG00000012769	CHPT1
ENSGALG00000012783	MYBPC1
ENSGALG00000027209	SPIC
ENSGALG00000046187	PARP12
ENSGALG00000012791	TBXAS1
ENSGALG00000012792	HIPK2
ENSGALG00000012796	KIAA1549
ENSGALG00000026974	TMEM213
ENSGALG00000040666	ATP6V0A4
ENSGALG00000012812	SVOPL
ENSGALG00000012823	TRIM24
ENSGALG00000027683	ENSGALG00000027683
ENSGALG00000038683	ENSGALG00000038683
ENSGALG00000012834	AKR1D1
ENSGALG00000034511	LOC418108
ENSGALG00000012847	CGTL
ENSGALG00000035108	KDM7A
ENSGALG00000036958	ENSGALG00000036958
ENSGALG00000012849	SLC37A3
ENSGALG00000012850	RAB19
ENSGALG00000036675	ENSGALG00000036675
ENSGALG00000012852	MKRN3
ENSGALG00000037671	LOC418114
ENSGALG00000012857	DENND2A
ENSGALG00000012863	ADCK2
ENSGALG00000032595	NDUFB2
ENSGALG00000012865	BRAF
ENSGALG00000028879	MRPS33
ENSGALG00000045120	ENSGALG00000045120
ENSGALG00000028444	TMEM178B
ENSGALG00000046291	ENSGALG00000046291
ENSGALG00000045859	ENSGALG00000045859
ENSGALG00000012870	AGK
ENSGALG00000012874	KIAA1147
ENSGALG00000012875	WEE2
ENSGALG00000012876	SSBP1
ENSGALG00000012877	CREB3L2
ENSGALG00000012890	DGKI
ENSGALG00000040493	PTN
ENSGALG00000012894	CHRM2
ENSGALG00000021734	MIR490
ENSGALG00000032288	ENSGALG00000032288
ENSGALG00000041619	MTPN
ENSGALG00000029704	ENSGALG00000029704
ENSGALG00000028459	FAM180A
ENSGALG00000012908	SLC13A4
ENSGALG00000036355	C7orf73
ENSGALG00000034403	ENSGALG00000034403
ENSGALG00000012911	SYT10
ENSGALG00000012913	PKP2
ENSGALG00000012919	YARS2
ENSGALG00000012929	DNM1L
ENSGALG00000012932	FGD4
ENSGALG00000012934	BICD1
ENSGALG00000045031	ENSGALG00000045031
ENSGALG00000044524	ENSGALG00000044524
ENSGALG00000044624	LOC107053469
ENSGALG00000044959	LOC107053470
ENSGALG00000046239	LOC107053468
ENSGALG00000045433	LOC101750909
ENSGALG00000032522	ENSGALG00000032522
ENSGALG00000045168	KIAA1551
ENSGALG00000025922	MIR6700
ENSGALG00000012938	AMN1
ENSGALG00000027056	ETFBKMT
ENSGALG00000012944	DENND5B
ENSGALG00000045990	ENSGALG00000045990
ENSGALG00000012946	FAM60A
ENSGALG00000025369	MIR1593
ENSGALG00000030026	ENSGALG00000030026
ENSGALG00000012947	CAPRIN2
ENSGALG00000012953	IPO8
ENSGALG00000012956	TMTC1
ENSGALG00000044625	LOC101748011
ENSGALG00000012958	ENSGALG00000012958
ENSGALG00000012969	ENSGALG00000012969
ENSGALG00000039636	ENSGALG00000039636
ENSGALG00000012974	WASHC1
ENSGALG00000012975	IQSEC3
ENSGALG00000044164	ENSGALG00000044164
ENSGALG00000019291	ENSGALG00000019291
ENSGALG00000019290	SLC6A12
ENSGALG00000012985	SLC6A13
ENSGALG00000012986	KDM5A
ENSGALG00000012987	CCDC77
ENSGALG00000012988	B4GALNT3
ENSGALG00000012989	NINJ2
ENSGALG00000012992	WNK1
ENSGALG00000039171	RAD52
ENSGALG00000012994	ERC1
ENSGALG00000032159	FBXL14
ENSGALG00000012998	WNT5B
ENSGALG00000035533	ADIPOR2
ENSGALG00000036964	ENSGALG00000036964
ENSGALG00000013008	CHUNK-1
ENSGALG00000026214	LRTM2
ENSGALG00000013007	CACNA2D4
ENSGALG00000038402	ENSGALG00000038402
ENSGALG00000032831	ENSGALG00000032831
ENSGALG00000013022	CACNA1C
ENSGALG00000033887	IL17RA
ENSGALG00000027408	ENSGALG00000027408
ENSGALG00000013026	CECR5
ENSGALG00000013031	CECR1
ENSGALG00000013034	CECR2
ENSGALG00000013036	ATP6V1E1
ENSGALG00000013037	BCL2L13
ENSGALG00000013039	BID
ENSGALG00000032764	ENSGALG00000032764
ENSGALG00000032607	ENSGALG00000032607
ENSGALG00000013042	MICAL3
ENSGALG00000019286	PEX26
ENSGALG00000013045	TUBA8B
ENSGALG00000013056	TUBA8A
ENSGALG00000013057	USP18
ENSGALG00000013058	ENSGALG00000013058
ENSGALG00000045122	AKR1B10L1
ENSGALG00000019284	AKR1B10L3
ENSGALG00000003466	AKR1B1L
ENSGALG00000013069	BPGM
ENSGALG00000033471	CALD1
ENSGALG00000013072	AKR1B10L2
ENSGALG00000028186	RERG
ENSGALG00000013085	PTPRO
ENSGALG00000045870	ENSGALG00000045870
ENSGALG00000013091	EPS8
ENSGALG00000013092	STRAP
ENSGALG00000013095	DERA
ENSGALG00000013097	SLC15A5
ENSGALG00000013098	MGST1
ENSGALG00000036358	LMO3
ENSGALG00000013112	RERGL
ENSGALG00000013117	PIK3C2G
ENSGALG00000013123	PLCZ1
ENSGALG00000013125	CAPZA3
ENSGALG00000013134	PLEKHA5
ENSGALG00000039412	ENSGALG00000039412
ENSGALG00000034057	ENSGALG00000034057
ENSGALG00000038026	AEBP2
ENSGALG00000038920	ENSGALG00000038920
ENSGALG00000013143	PDE3A
ENSGALG00000013154	SLCO1C1
ENSGALG00000019277	SLCO1B3
ENSGALG00000019276	SLCO1B1
ENSGALG00000031293	SLCO1A2
ENSGALG00000013168	IAPP
ENSGALG00000013173	PYROXD1
ENSGALG00000013174	RECQL
ENSGALG00000033855	GOLT1B
ENSGALG00000038347	ENSGALG00000038347
ENSGALG00000013177	BCAT1
ENSGALG00000044826	ENSGALG00000044826
ENSGALG00000036457	ENSGALG00000036457
ENSGALG00000046453	ENSGALG00000046453
ENSGALG00000026508	ENSGALG00000026508
ENSGALG00000026346	ENSGALG00000026346
ENSGALG00000039016	ENSGALG00000039016
ENSGALG00000025962	ENSGALG00000025962
ENSGALG00000038004	ENSGALG00000038004
ENSGALG00000027246	ENSGALG00000027246
ENSGALG00000046127	ENSGALG00000046127
ENSGALG00000028449	MIR6608-1
ENSGALG00000044966	ENSGALG00000044966
ENSGALG00000031042	MIR6608-1
ENSGALG00000044198	ENSGALG00000044198
ENSGALG00000026329	MIR6608-2
ENSGALG00000032768	SOX5
ENSGALG00000026464	uc_338
ENSGALG00000013205	ETNK1
ENSGALG00000013210	C2CD5
ENSGALG00000046175	ENSGALG00000046175
ENSGALG00000013211	ST8SIA1
ENSGALG00000013218	C3AR1
ENSGALG00000013226	LOC427933
ENSGALG00000013229	CMAS
ENSGALG00000025480	ENSGALG00000025480
ENSGALG00000013244	ABCC9
ENSGALG00000026373	KCNJ8
ENSGALG00000035836	LDHB
ENSGALG00000013265	GYS2
ENSGALG00000013273	SPX
ENSGALG00000014011	LRMP
ENSGALG00000042479	MIR7451
ENSGALG00000014030	CASC1
ENSGALG00000014031	ETFRF1
ENSGALG00000030943	KRAS
ENSGALG00000044844	ENSGALG00000044844
ENSGALG00000014041	RASSF8
ENSGALG00000041414	BHLHE41
ENSGALG00000014042	SSPN
ENSGALG00000043301	ENSGALG00000043301
ENSGALG00000014071	ITPR2
ENSGALG00000031309	ENSGALG00000031309
ENSGALG00000014083	INTS13
ENSGALG00000014084	FGFR1OP2
ENSGALG00000037495	ENSGALG00000037495
ENSGALG00000014085	TM7SF3
ENSGALG00000027435	MED21
ENSGALG00000014094	STK38L
ENSGALG00000014096	ARNTL2
ENSGALG00000040490	ENSGALG00000040490
ENSGALG00000045225	ENSGALG00000045225
ENSGALG00000014106	PPFIBP1
ENSGALG00000014122	CYB5R3
ENSGALG00000014126	ENDOUL
ENSGALG00000019262	ENSGALG00000019262
ENSGALG00000014128	A4GALT
ENSGALG00000014140	ARFGAP3
ENSGALG00000014159	PACSIN2
ENSGALG00000014163	TTLL1
ENSGALG00000014164	BIK
ENSGALG00000034275	MCAT
ENSGALG00000014166	TSPO
ENSGALG00000014167	TTLL12
ENSGALG00000014178	SCUBE1
ENSGALG00000028323	uc_338
ENSGALG00000014186	MPPED1
ENSGALG00000014188	EFCAB6
ENSGALG00000014189	SULT4A1
ENSGALG00000029308	PNPLA3
ENSGALG00000014194	SAMM50
ENSGALG00000014201	PARVB
ENSGALG00000014203	PARVG
ENSGALG00000036598	KIAA1644
ENSGALG00000014213	PRR5
ENSGALG00000019261	ARHGAP8
ENSGALG00000014218	PHF21B
ENSGALG00000014222	NUP50
ENSGALG00000014226	KIAA0930
ENSGALG00000046179	ENSGALG00000046179
ENSGALG00000014227	UPK3A
ENSGALG00000014228	SMC1B
ENSGALG00000014232	RIBC2
ENSGALG00000014233	FBLN1
ENSGALG00000014234	ATXN10
ENSGALG00000036255	WNT7B
ENSGALG00000027940	uc_338
ENSGALG00000035970	ENSGALG00000035970
ENSGALG00000028840	CDPF1
ENSGALG00000018240	MIRLET7A3
ENSGALG00000018241	MIRLET7B
ENSGALG00000041470	PPARA
ENSGALG00000039133	ENSGALG00000039133
ENSGALG00000014551	TTC38
ENSGALG00000013911	ZC3HAV1
ENSGALG00000012921	ETV6
ENSGALG00000026856	MIR1727-1
ENSGALG00000011544	BCL2L14
ENSGALG00000031503	LRP6
ENSGALG00000038710	MANSC1
ENSGALG00000040393	BORCS5
ENSGALG00000028155	DUSP16
ENSGALG00000046318	ENSGALG00000046318
ENSGALG00000037030	CREBL2
ENSGALG00000045619	GPR19
ENSGALG00000026896	CDKN1AL
ENSGALG00000030195	ENSGALG00000030195
ENSGALG00000022980	CDKN1B
ENSGALG00000036176	ENSGALG00000036176
ENSGALG00000036730	MRPS35
ENSGALG00000026372	MANSC4
ENSGALG00000017296	KLHL42
ENSGALG00000043809	ENSGALG00000043809
ENSGALG00000017295	PTHLH
ENSGALG00000029775	ENSGALG00000029775
ENSGALG00000031666	CCDC91
ENSGALG00000017291	FAR2
ENSGALG00000017290	RAD51AP1
ENSGALG00000017289	C1H12ORF4
ENSGALG00000017287	FGF6
ENSGALG00000027791	FGF23
ENSGALG00000026776	TIGAR
ENSGALG00000017283	CCND2
ENSGALG00000033533	ENSGALG00000033533
ENSGALG00000017282	NDUFA9
ENSGALG00000036149	ENSGALG00000036149
ENSGALG00000040681	KCNA6
ENSGALG00000029785	ENSGALG00000029785
ENSGALG00000041941	ENSGALG00000041941
ENSGALG00000039534	ENSGALG00000039534
ENSGALG00000036222	ENSGALG00000036222
ENSGALG00000017280	KCNA1
ENSGALG00000037691	ENSGALG00000037691
ENSGALG00000027299	NTF3
ENSGALG00000017271	ANO2
ENSGALG00000044057	ENSGALG00000044057
ENSGALG00000017272	VWF
ENSGALG00000036655	ENSGALG00000036655
ENSGALG00000017274	CD9
ENSGALG00000043916	NOBOX
ENSGALG00000017276	ARHGEF5
ENSGALG00000013272	PRMT8
ENSGALG00000040332	LOC107054332
ENSGALG00000014347	PARP11
ENSGALG00000043233	ENSGALG00000043233
ENSGALG00000014346	TSPAN9
ENSGALG00000027690	ENSGALG00000027690
ENSGALG00000014342	TEAD4
ENSGALG00000040734	ENSGALG00000040734
ENSGALG00000013424	TULP3
ENSGALG00000013422	RHNO1
ENSGALG00000013420	FOXM1
ENSGALG00000032183	ENSGALG00000032183
ENSGALG00000014335	ITFG2
ENSGALG00000014331	FKBP4
ENSGALG00000037656	NECAP1
ENSGALG00000014329	FOXJ2
ENSGALG00000042678	LOC107054373
ENSGALG00000014324	SLC2A14
ENSGALG00000043817	ENSGALG00000043817
ENSGALG00000027772	NANOG
ENSGALG00000014280	AICDA
ENSGALG00000027471	MFAP5
ENSGALG00000040184	RIMKLB
ENSGALG00000036447	A2ML1
ENSGALG00000014252	A2ML2
ENSGALG00000014263	PHC1
ENSGALG00000031681	M6PR
ENSGALG00000033358	ENSGALG00000033358
ENSGALG00000039764	ENSGALG00000039764
ENSGALG00000035614	ENSGALG00000035614
ENSGALG00000031659	ENSGALG00000031659
ENSGALG00000033736	ENSGALG00000033736
ENSGALG00000011930	OVSTL
ENSGALG00000026901	MIR6606
ENSGALG00000040898	LOC107055644
ENSGALG00000031463	ENSGALG00000031463
ENSGALG00000014361	ENSGALG00000014361
ENSGALG00000041564	MAN1A2
ENSGALG00000014362	CD86
ENSGALG00000038405	CASR
ENSGALG00000014410	CSTB
ENSGALG00000014412	CSTA
ENSGALG00000014413	CCDC58
ENSGALG00000007378	FAM162A
ENSGALG00000014426	KPNA1
ENSGALG00000043224	ENSGALG00000043224
ENSGALG00000013999	FBXO40
ENSGALG00000014428	TAPBPL
ENSGALG00000040424	SCNN1A
ENSGALG00000030226	MIR6553
ENSGALG00000022955	VAMP1
ENSGALG00000014435	MRPL51
ENSGALG00000039448	NCAPD2
ENSGALG00000025653	snoU85
ENSGALG00000028638	CNP1
ENSGALG00000014442	GAPDH
ENSGALG00000014443	IFFO1
ENSGALG00000037807	NOP2
ENSGALG00000013565	CHD4
ENSGALG00000025615	SCARNA11
ENSGALG00000014455	LPAR5
ENSGALG00000014457	ING4
ENSGALG00000032599	ZNF384
ENSGALG00000038075	ENSGALG00000038075
ENSGALG00000014466	PIANP
ENSGALG00000014467	COPS7A
ENSGALG00000014468	MLF2
ENSGALG00000034646	LOC100859057
ENSGALG00000044449	LAG3
ENSGALG00000014477	CD4
ENSGALG00000022926	GPR162
ENSGALG00000014490	P3H3
ENSGALG00000034438	GNB3
ENSGALG00000014513	CDCA3
ENSGALG00000014525	USP5
ENSGALG00000014526	TPI1
ENSGALG00000043468	LRRC23
ENSGALG00000014528	ENO2
ENSGALG00000036852	ENSGALG00000036852
ENSGALG00000014554	ATN1
ENSGALG00000014555	C1H12ORF57
ENSGALG00000014561	PTPN6
ENSGALG00000014567	PHB2
ENSGALG00000014568	EMG1
ENSGALG00000014570	LPCAT3
ENSGALG00000014603	C1S
ENSGALG00000014659	C1R
ENSGALG00000014662	RBP5
ENSGALG00000014674	CLSTN3
ENSGALG00000014680	LOC418298
ENSGALG00000030052	ENSGALG00000030052
ENSGALG00000014683	PEX5
ENSGALG00000046340	ENSGALG00000046340
ENSGALG00000014685	OR10AC1
ENSGALG00000014687	EPHA1
ENSGALG00000014688	ZYX
ENSGALG00000014689	FAM131B
ENSGALG00000014695	CLCN1
ENSGALG00000014698	CASP2
ENSGALG00000014701	RAP1GAP1
ENSGALG00000040461	ENSGALG00000040461
ENSGALG00000037321	ENSGALG00000037321
ENSGALG00000014708	GSTK1
ENSGALG00000044072	ENSGALG00000044072
ENSGALG00000030506	TAS2R40
ENSGALG00000014736	KEL
ENSGALG00000014746	TRPV6
ENSGALG00000014749	EPHB6
ENSGALG00000014750	ENSGALG00000014750
ENSGALG00000014754	ENSGALG00000014754
ENSGALG00000032796	LOC107054568
ENSGALG00000027291	PRSS1
ENSGALG00000030650	ENSGALG00000030650
ENSGALG00000034771	ENSGALG00000034771
ENSGALG00000040609	TRY1P1L1
ENSGALG00000032654	ENSGALG00000032654
ENSGALG00000031890	YBX3
ENSGALG00000042936	SYCE3
ENSGALG00000014759	STYK1
ENSGALG00000014723	GABARAPL1
ENSGALG00000034698	TMEM52B
ENSGALG00000014722	KLRD1
ENSGALG00000039529	ENSGALG00000039529
ENSGALG00000037951	HSD3B1
ENSGALG00000014766	HAO2
ENSGALG00000014772	WARS2
ENSGALG00000037173	ENSGALG00000037173
ENSGALG00000014776	TBX15
ENSGALG00000031400	ENSGALG00000031400
ENSGALG00000033668	ENSGALG00000033668
ENSGALG00000035228	SPAG17
ENSGALG00000043190	ENSGALG00000043190
ENSGALG00000014791	WDR3
ENSGALG00000014794	GDAP2
ENSGALG00000014453	FAM46C
ENSGALG00000007084	DUSP12
ENSGALG00000014800	ATP6V1A
ENSGALG00000033889	NAA50
ENSGALG00000031560	USF3
ENSGALG00000014812	SIDT1
ENSGALG00000045606	SPICE1
ENSGALG00000014818	TRIM45
ENSGALG00000014820	VTCN1
ENSGALG00000032036	CTC1
ENSGALG00000039461	TNFRSF1A
ENSGALG00000014901	METTL16
ENSGALG00000014924	POLQ
ENSGALG00000032361	STXBP5L
ENSGALG00000042320	GTF2E1
ENSGALG00000014949	RABL3
ENSGALG00000014966	HGD
ENSGALG00000027688	NDUFB4
ENSGALG00000014970	FSTL1
ENSGALG00000033186	LRRC58
ENSGALG00000026996	MIR6609
ENSGALG00000014973	GPR156
ENSGALG00000014977	GSK3B
ENSGALG00000014980	MAATS1
ENSGALG00000014981	COX17
ENSGALG00000014988	POPDC2
ENSGALG00000014997	PLA1A
ENSGALG00000032247	ATP1A1
ENSGALG00000015006	MAB21L3
ENSGALG00000015016	SLC22A15
ENSGALG00000033432	NHLH2
ENSGALG00000015018	CASQ2
ENSGALG00000015025	VANGL1
ENSGALG00000037278	ENSGALG00000037278
ENSGALG00000015038	CHD1L
ENSGALG00000015059	FAAHL
ENSGALG00000015073	TMEM39A
ENSGALG00000015069	B4GALT4
ENSGALG00000022891	B4GALT3
ENSGALG00000015075	B3GAT1L
ENSGALG00000044114	ENSGALG00000044114
ENSGALG00000015077	ARHGAP31
ENSGALG00000026358	MIR3539
ENSGALG00000015079	UPK1B
ENSGALG00000019240	C1H3ORF30
ENSGALG00000015084	IGSF11
ENSGALG00000042901	ENSGALG00000042901
ENSGALG00000027022	ENSGALG00000027022
ENSGALG00000028743	LINC00901
ENSGALG00000040620	LSAMP
ENSGALG00000015089	GAP43
ENSGALG00000029187	ENSGALG00000029187
ENSGALG00000041264	ENSGALG00000041264
ENSGALG00000015094	ZBTB20
ENSGALG00000015117	DRD3
ENSGALG00000037485	QTRT2
ENSGALG00000015123	ZDHHC23
ENSGALG00000035629	GRAMD1C
ENSGALG00000046548	LOC418355
ENSGALG00000019233	PLA2G10L
ENSGALG00000039538	CLDND1
ENSGALG00000015133	GPR15
ENSGALG00000015134	APOV1
ENSGALG00000015136	ILDR1
ENSGALG00000042577	CFAP44
ENSGALG00000035338	ENSGALG00000035338
ENSGALG00000015152	BOC
ENSGALG00000043905	ENSGALG00000043905
ENSGALG00000015172	ENSGALG00000015172
ENSGALG00000015182	NEPRO
ENSGALG00000015185	TAF13
ENSGALG00000015190	GTPBP8
ENSGALG00000015191	CD200R1L
ENSGALG00000019231	CD200R1
ENSGALG00000015193	CCDC80
ENSGALG00000035304	ENSGALG00000035304
ENSGALG00000015197	SLC35A5
ENSGALG00000030754	ENSGALG00000030754
ENSGALG00000015204	ATG3
ENSGALG00000029298	F5
ENSGALG00000015218	SLC19A2
ENSGALG00000015221	CCDC181
ENSGALG00000015225	BLZF1
ENSGALG00000015230	NME7
ENSGALG00000015233	ATP1B1
ENSGALG00000025385	MIR1690
ENSGALG00000039376	DPT
ENSGALG00000015235	XCL1
ENSGALG00000015244	TBX19
ENSGALG00000019228	SFT2D2
ENSGALG00000015246	TIPRL
ENSGALG00000046343	ENSGALG00000046343
ENSGALG00000015247	GPR161
ENSGALG00000015249	TTF2
ENSGALG00000015240	CPOX
ENSGALG00000031177	ENSGALG00000031177
ENSGALG00000015252	ST3GAL6
ENSGALG00000015253	COL8A1
ENSGALG00000015258	DCBLD2
ENSGALG00000015263	TMEM30CP
ENSGALG00000015267	CMSS1
ENSGALG00000015271	FILIP1L
ENSGALG00000015273	TBC1D23
ENSGALG00000015275	NIT2
ENSGALG00000015285	TOMM70
ENSGALG00000015287	LNP1
ENSGALG00000015293	TMEM45A
ENSGALG00000015294	ADGRG7
ENSGALG00000015299	TFG
ENSGALG00000015307	ABI3BP
ENSGALG00000015322	IMPG2
ENSGALG00000044642	SENP7
ENSGALG00000015324	FAM172BP
ENSGALG00000015327	TXNL4B
ENSGALG00000015328	TRMT10C
ENSGALG00000015330	PCNP
ENSGALG00000015334	ZBTB11
ENSGALG00000015339	RPL24
ENSGALG00000015342	CEP97
ENSGALG00000015344	NXPE3
ENSGALG00000015346	NFKBIZ
ENSGALG00000026549	ENSGALG00000026549
ENSGALG00000015347	ZPLD1
ENSGALG00000037227	ENSGALG00000037227
ENSGALG00000036697	ENSGALG00000036697
ENSGALG00000026841	ENSGALG00000026841
ENSGALG00000026190	ENSGALG00000026190
ENSGALG00000015348	ALCAM
ENSGALG00000015351	CBLB
ENSGALG00000015353	BBX
ENSGALG00000041677	ENSGALG00000041677
ENSGALG00000015355	CD47
ENSGALG00000015356	IFT57
ENSGALG00000022871	HHLA2
ENSGALG00000015358	MYH15
ENSGALG00000015360	KIAA1524
ENSGALG00000037562	ENSGALG00000037562
ENSGALG00000028448	SH2D1B
ENSGALG00000015362	TRAT1
ENSGALG00000015363	HJURP
ENSGALG00000015364	GUCA1C
ENSGALG00000031836	ENSGALG00000031836
ENSGALG00000015367	NECTIN3
ENSGALG00000044180	ENSGALG00000044180
ENSGALG00000015375	PLCXD2
ENSGALG00000015377	PHLDB2
ENSGALG00000032712	MIR7446
ENSGALG00000015378	ABHD10
ENSGALG00000015379	TAGLN3
ENSGALG00000015389	TMPRSS7
ENSGALG00000019221	ENSGALG00000019221
ENSGALG00000026299	ENSGALG00000026299
ENSGALG00000040162	LOC418423
ENSGALG00000045596	LOC770026
ENSGALG00000015395	CD200L
ENSGALG00000015396	CD200
ENSGALG00000015398	BTLA
ENSGALG00000015400	CGGBP1
ENSGALG00000022866	ZNF654
ENSGALG00000015402	C1H3ORF38
ENSGALG00000015403	EPHA3
ENSGALG00000028078	uc_338
ENSGALG00000044332	ENSGALG00000044332
ENSGALG00000015409	PROS1
ENSGALG00000015412	ARL13B
ENSGALG00000015413	STX19
ENSGALG00000015414	NSUN3
ENSGALG00000040949	ENSGALG00000040949
ENSGALG00000015418	EPHA6
ENSGALG00000019215	ARL6
ENSGALG00000046617	ENSGALG00000046617
ENSGALG00000024077	ENSGALG00000024077
ENSGALG00000039302	MINA
ENSGALG00000035787	GABRR3
ENSGALG00000042639	ENSGALG00000042639
ENSGALG00000015435	DCAF6
ENSGALG00000015437	MPC2
ENSGALG00000015438	MPZL1
ENSGALG00000040275	RCSD1
ENSGALG00000040426	CREG1
ENSGALG00000015441	CD247
ENSGALG00000015446	POU2F1
ENSGALG00000015453	DUSP27
ENSGALG00000044138	GPA33
ENSGALG00000019211	MAEL
ENSGALG00000030041	ENSGALG00000030041
ENSGALG00000015458	ILDR2
ENSGALG00000015459	ZFP92
ENSGALG00000015461	LOC396098
ENSGALG00000036367	ENSGALG00000036367
ENSGALG00000034731	ENSGALG00000034731
ENSGALG00000015464	PTGFRN
ENSGALG00000036738	IGSF3
ENSGALG00000015473	ADPRH
ENSGALG00000015474	CD80
ENSGALG00000024480	TIMMDC1
ENSGALG00000015480	POGLUT1
ENSGALG00000025782	MIR6616
ENSGALG00000037655	BCL9
ENSGALG00000029710	ENSGALG00000029710
ENSGALG00000015485	ACP6
ENSGALG00000042735	ENSGALG00000042735
ENSGALG00000039452	GJA5
ENSGALG00000015488	GJA8
ENSGALG00000015491	GPR89B
ENSGALG00000025812	ENSGALG00000025812
ENSGALG00000015492	PDZK1
ENSGALG00000015494	HTR1F
ENSGALG00000035205	ENSGALG00000035205
ENSGALG00000015495	POU1F1
ENSGALG00000015496	CHMP2B
ENSGALG00000015497	VGLL3
ENSGALG00000043368	ENSGALG00000043368
ENSGALG00000040733	ENSGALG00000040733
ENSGALG00000031012	ENSGALG00000031012
ENSGALG00000032177	ENSGALG00000032177
ENSGALG00000043393	CADM2
ENSGALG00000029888	ENSGALG00000029888
ENSGALG00000025177	MIR1806
ENSGALG00000031990	ENSGALG00000031990
ENSGALG00000042771	GBE1
ENSGALG00000041516	ENSGALG00000041516
ENSGALG00000027248	ATG10
ENSGALG00000033418	ENSGALG00000033418
ENSGALG00000025630	U6
ENSGALG00000036054	ENSGALG00000036054
ENSGALG00000037115	ENSGALG00000037115
ENSGALG00000042104	ENSGALG00000042104
ENSGALG00000015511	ROBO1
ENSGALG00000033799	ENSGALG00000033799
ENSGALG00000040870	ENSGALG00000040870
ENSGALG00000015519	ROBO2
ENSGALG00000027990	uc_338
ENSGALG00000028863	ENSGALG00000028863
ENSGALG00000044721	LOC418465
ENSGALG00000015662	LIPI
ENSGALG00000019202	ENSGALG00000019202
ENSGALG00000044391	RBM11
ENSGALG00000015675	ABCC13
ENSGALG00000019201	HSPA13
ENSGALG00000040926	SAMSN1
ENSGALG00000028720	ENSGALG00000028720
ENSGALG00000015681	NRIP1
ENSGALG00000015693	USP25
ENSGALG00000036436	ENSGALG00000036436
ENSGALG00000019198	ENSGALG00000019198
ENSGALG00000018242	MIR99A
ENSGALG00000018243	MIRLET7C
ENSGALG00000018244	MIR125B2
ENSGALG00000040001	ENSGALG00000040001
ENSGALG00000015701	CXADR
ENSGALG00000028290	C1H21ORF91
ENSGALG00000015720	CHODL
ENSGALG00000015730	TMPRSS15
ENSGALG00000044349	ENSGALG00000044349
ENSGALG00000015737	NCAM2
ENSGALG00000033000	ENSGALG00000033000
ENSGALG00000045979	ENSGALG00000045979
ENSGALG00000038169	ENSGALG00000038169
ENSGALG00000039711	ENSGALG00000039711
ENSGALG00000032731	ENSGALG00000032731
ENSGALG00000037303	ENSGALG00000037303
ENSGALG00000037041	ENSGALG00000037041
ENSGALG00000017896	U6
ENSGALG00000018245	MIR155
ENSGALG00000015742	MRPL39
ENSGALG00000015746	JAM2
ENSGALG00000015751	ATP5J
ENSGALG00000015763	GABPA
ENSGALG00000015770	APP
ENSGALG00000015774	CYYR1
ENSGALG00000040342	ADAMTS1
ENSGALG00000015793	ENSGALG00000015793
ENSGALG00000015795	ADAMTS5
ENSGALG00000027781	uc_338
ENSGALG00000015802	N6AMT1
ENSGALG00000015804	LTN1
ENSGALG00000015807	RWDD2B
ENSGALG00000015813	USP16
ENSGALG00000015821	CCT8
ENSGALG00000015822	MAP3K7CL
ENSGALG00000039894	ENSGALG00000039894
ENSGALG00000036613	ENSGALG00000036613
